Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-February-2016,5230.00,5230.00,5010.25,5056.85,5079.161685448309652131,4082,1253,20733138.00,1726,42.28,219.75,-173.15
11-February-2016,5293.00,5296.95,5195.00,5224.35,5227.875525210084033613,3808,1000,19907750.00,1786,46.90,101.95,-68.65
10-February-2016,5417.00,5435.00,5272.00,5292.90,5337.552391383716684921,2739,723,14619556.00,1484,54.18,163.00,-124.10
9-February-2016,5413.00,5455.75,5390.00,5418.40,5429.697978596908442330,841,235,4566376.00,452,53.75,65.75,5.40
8-February-2016,5422.00,5481.95,5390.20,5418.15,5450.279261457303000329,3033,907,16530697.00,1932,63.70,91.75,-3.85
5-February-2016,5472.45,5537.80,5390.10,5433.65,5464.192788601337598138,3439,1027,18791359.00,1679,48.82,147.70,-38.80
4-February-2016,5443.80,5499.85,5435.00,5478.50,5474.183333333333333333,2040,670,11167334.00,1025,50.25,64.85,34.70
3-February-2016,5430.20,5435.00,5400.00,5412.15,5415.799253731343283582,1340,392,7257171.00,750,55.97,35.00,-18.05
2-February-2016,5461.00,5508.35,5416.00,5455.80,5478.579162410623084780,979,420,5363529.00,435,44.43,92.35,-5.20
1-February-2016,5511.00,5574.90,5421.65,5462.85,5434.704852824184566428,7542,622,40988544.00,6477,85.88,153.25,-48.15
29-January-2016,5474.00,5499.00,5467.50,5490.60,5484.379457917261055634,1402,360,7689100.00,873,62.27,31.50,16.60
28-January-2016,5485.00,5491.75,5451.00,5474.15,5471.273075083692013390,2091,644,11440432.00,822,39.31,40.75,-10.85
27-January-2016,5461.25,5493.60,5450.40,5485.00,5485.007653061224489795,1176,347,6450369.00,595,50.60,43.20,23.75
25-January-2016,5493.55,5507.10,5457.60,5464.05,5481.887537993920972644,1645,430,9017705.00,426,25.90,49.50,-29.50
22-January-2016,5454.15,5509.95,5439.00,5452.35,5471.392015209125475285,2630,789,14389761.00,1319,50.15,70.95,-1.80
21-January-2016,5487.85,5495.35,5412.05,5445.40,5466.354267310789049919,1863,619,10183818.00,829,44.50,83.30,-42.45
20-January-2016,5422.30,5510.00,5390.00,5471.15,5427.298777918246944795,2373,742,12878980.00,857,36.11,120.00,48.85
19-January-2016,5460.85,5481.15,5391.30,5430.55,5426.288072575847709696,20172,721,109459083.00,19061,94.49,89.85,-30.30
18-January-2016,5600.05,5600.05,5403.00,5448.00,5454.311276429130775254,2554,736,13930311.00,758,29.68,197.05,-152.05
15-January-2016,5620.00,5625.00,5580.05,5599.95,5606.711530218602657522,2333,576,13080458.00,980,42.01,44.95,-20.05
14-January-2016,5460.00,5640.00,5428.00,5620.60,5560.389193422083007047,5108,1379,28402468.00,2195,42.97,212.00,160.60
13-January-2016,5520.00,5528.50,5410.00,5501.95,5482.407299875570302778,4822,1270,26436168.00,1300,26.96,118.50,-18.05
12-January-2016,5525.00,5525.00,5420.00,5444.00,5449.982731958762886597,3880,1205,21145933.00,1909,49.20,105.00,-81.00
11-January-2016,5680.00,5680.00,5460.00,5514.90,5533.849466129879222825,5713,1432,31614882.00,2947,51.58,220.00,-165.10
8-January-2016,5685.00,5686.05,5620.00,5629.85,5630.054403131115459882,2555,678,14384789.00,1315,51.47,66.05,-55.15
7-January-2016,5705.10,5706.95,5620.10,5644.65,5663.330840299164100307,2273,589,12872751.00,1241,54.60,86.85,-60.45
6-January-2016,5700.00,5729.75,5663.25,5716.95,5701.848838006444094056,14587,1280,83172869.00,12787,87.66,66.50,16.95
5-January-2016,5733.30,5740.40,5650.00,5659.90,5664.939549408877983493,13449,741,76187772.00,12155,90.38,90.40,-73.40
4-January-2016,5825.00,5825.00,5662.40,5680.70,5724.608667529107373868,4638,1271,26550735.00,2493,53.75,162.60,-144.30
1-January-2016,5850.00,5850.00,5779.95,5786.15,5824.353209845216950012,3941,720,22953776.00,917,23.27,70.05,-63.85
31-December-2015,5850.00,5871.00,5801.00,5824.10,5826.771802325581395348,2064,488,12026457.00,498,24.13,70.00,-25.90
30-December-2015,5847.25,5868.00,5807.00,5822.45,5831.228375855631611698,4821,885,28112352.00,2039,42.29,61.00,-24.80
29-December-2015,5825.05,5859.45,5817.95,5834.60,5841.068388330942132950,2091,591,12213674.00,1111,53.13,41.50,9.55
28-December-2015,5780.05,5850.00,5771.00,5800.50,5814.686405845638605571,6569,981,38196675.00,823,12.53,79.00,20.45
24-December-2015,5759.65,5799.00,5732.05,5779.05,5757.606086341118188251,7065,897,40677487.00,793,11.22,66.95,19.40
23-December-2015,5731.55,5793.00,5731.55,5767.85,5757.685069611137782045,2083,634,11993258.00,1111,53.34,61.45,36.30
22-December-2015,5698.60,5752.70,5688.00,5731.55,5728.452402004126142057,3393,852,19436639.00,2164,63.78,64.70,32.95
21-December-2015,5690.00,5727.00,5673.00,5679.85,5699.774518021793797150,3579,1006,20399493.00,1548,43.25,54.00,-10.15
18-December-2015,5880.00,5880.00,5622.00,5675.85,5738.573646346081029912,7923,2682,45466719.00,4132,52.15,258.00,-204.15
17-December-2015,5822.00,5900.00,5820.00,5870.30,5846.660865475070555032,4252,865,24860002.00,2567,60.37,80.00,48.30
16-December-2015,5878.20,5912.00,5810.10,5820.65,5855.355682112347916127,7726,1920,45238478.00,1921,24.86,101.90,-57.55
15-December-2015,5900.00,5915.85,5805.55,5830.30,5849.351732511441113290,10707,2434,62629009.00,5018,46.87,110.30,-69.70
14-December-2015,5900.00,5900.00,5787.20,5864.85,5837.892741061755146262,2769,870,16165125.00,958,34.60,112.80,-35.15
11-December-2015,5759.05,5910.00,5753.00,5894.00,5862.335665590240401865,5574,1547,32676659.00,1593,28.58,157.00,134.95
10-December-2015,5760.10,5810.00,5752.85,5775.75,5779.363803680981595092,3260,838,18840726.00,1251,38.37,57.15,15.65
9-December-2015,5865.95,5865.95,5751.00,5759.05,5774.310321412403802625,4418,1315,25510903.00,2386,54.01,114.95,-106.90
8-December-2015,5885.00,5893.85,5819.00,5824.90,5849.746502755404832556,2359,674,13799552.00,1249,52.95,74.85,-60.10
7-December-2015,5898.95,5911.20,5826.80,5898.35,5883.970615817442950922,3199,738,18822822.00,1426,44.58,84.40,-0.60
4-December-2015,5840.00,5909.95,5813.45,5856.20,5854.284599156118143459,4740,1183,27749309.00,1435,30.27,96.50,16.20
3-December-2015,5870.00,5870.00,5825.00,5836.40,5839.338032681832745914,3121,726,18224574.00,1197,38.35,45.00,-33.60
2-December-2015,5879.15,5921.00,5850.00,5870.75,5871.227557915057915057,4144,1237,24330367.00,932,22.49,71.00,-8.40
1-December-2015,5865.00,5928.00,5851.00,5876.05,5890.639886386691012375,4929,1611,29034964.00,1913,38.81,77.00,11.05
30-November-2015,5935.00,5951.90,5860.00,5872.65,5884.482606828430319948,9314,2482,54808071.00,4682,50.27,91.90,-62.35
27-November-2015,6021.85,6053.80,5921.00,5963.95,5957.317101353582040277,6058,1682,36089427.00,2524,41.66,132.80,-57.90
26-November-2015,6073.40,6134.85,6010.60,6021.80,6045.092533047516970346,2799,951,16920214.00,1105,39.48,124.25,-51.60
24-November-2015,6150.00,6150.00,6050.00,6060.35,6081.239475885140786172,3587,1333,21813406.00,1677,46.75,100.00,-89.65
23-November-2015,6199.70,6213.45,6115.95,6141.75,6154.390417457305502846,4216,1247,25946910.00,1501,35.60,97.50,-57.95
20-November-2015,6240.00,6277.00,6150.00,6182.95,6217.610956360259981429,3231,975,20089101.00,932,28.85,127.00,-57.05
19-November-2015,6102.55,6300.00,6085.00,6251.70,6206.631568310428455941,9896,2103,61420826.00,3206,32.40,215.00,149.15
18-November-2015,6225.00,6225.00,6050.00,6078.05,6100.697039680873399118,4763,917,29057620.00,1593,33.45,175.00,-146.95
17-November-2015,6035.00,6130.00,5950.00,6074.55,6039.436695186241465733,11571,2699,69882322.00,2790,24.11,180.00,39.55
16-November-2015,6069.75,6069.75,5970.05,5983.90,5989.103726601408208827,5823,1297,34874551.00,3035,52.12,99.70,-85.85
13-November-2015,6175.00,6178.00,6030.00,6037.05,6062.408840400404903835,8891,1404,53900877.00,5154,57.97,148.00,-137.95
11-November-2015,6150.00,6180.00,6130.80,6163.30,6160.622852875280059746,2678,568,16498148.00,1340,50.04,49.20,13.30
10-November-2015,6176.00,6177.00,6055.00,6066.60,6107.032411254897304998,8423,1336,51439534.00,4164,49.44,122.00,-109.40
9-November-2015,6150.00,6204.00,6109.05,6136.70,6171.213147660268473215,7971,1723,49190740.00,2837,35.59,94.95,-13.30
6-November-2015,6201.00,6229.00,6161.00,6171.85,6189.676060516167309403,3371,783,20865398.00,1181,35.03,68.00,-29.15
5-November-2015,6260.00,6303.00,6160.00,6181.80,6246.094865607056669717,12017,1795,75059322.00,3190,26.55,143.00,-78.20
4-November-2015,6256.85,6479.00,6220.80,6247.15,6365.688547908722232310,33042,6399,210335081.00,5282,15.99,258.20,-9.70
3-November-2015,6276.00,6314.70,6218.00,6234.35,6247.975650249031543995,3614,1084,22580184.00,942,26.07,96.70,-41.65
2-November-2015,6174.00,6297.95,6160.00,6256.80,6214.550528789659224441,6808,1649,42308660.00,2258,33.17,137.95,82.80
30-October-2015,6220.00,6255.00,6156.50,6179.50,6208.372012214383489523,9497,2436,58960909.00,3304,34.79,98.50,-40.50
29-October-2015,6332.05,6332.05,6252.00,6282.10,6275.137019764601376859,4503,1466,28256942.00,1889,41.95,80.05,-49.95
28-October-2015,6354.50,6385.25,6302.00,6325.80,6330.057020232985898221,4893,1384,30972969.00,2178,44.51,83.25,-28.70
27-October-2015,6420.00,6420.00,6320.00,6340.30,6370.808122328181519237,6082,1346,38747255.00,2748,45.18,100.00,-79.70
26-October-2015,6366.40,6390.00,6290.05,6335.15,6338.471865745310957551,6078,1272,38525232.00,2713,44.64,99.95,-31.25
23-October-2015,6500.00,6525.00,6305.00,6328.25,6412.594266277939747327,6174,1926,39591357.00,2801,45.37,220.00,-171.75
21-October-2015,6580.00,6629.00,6445.00,6460.85,6531.124795599821614389,13454,2924,87869753.00,4710,35.01,184.00,-119.15
20-October-2015,6595.00,6648.00,6509.00,6533.40,6583.262010320517479467,13759,2970,90579102.00,4560,33.14,139.00,-61.60
19-October-2015,6599.00,6618.45,6450.00,6476.15,6514.894815514121626937,12711,3343,82810828.00,3335,26.24,168.45,-122.85
16-October-2015,6279.00,6675.00,6179.80,6580.10,6568.172475334208842644,59394,12350,390110036.00,6538,11.01,495.20,301.10
15-October-2015,6188.65,6249.00,6151.00,6204.00,6189.694051922444955635,3043,614,18835239.00,1574,51.73,98.00,15.35
14-October-2015,6153.00,6240.00,6124.05,6198.60,6188.780603448275862068,2320,758,14357971.00,365,15.73,115.95,45.60
13-October-2015,6296.70,6310.95,6109.00,6157.90,6159.785802791182992043,30668,1305,188908311.00,28155,91.81,201.95,-138.80
12-October-2015,6403.30,6410.00,6230.10,6256.70,6299.076683603042673793,68098,1173,428954524.00,66316,97.38,179.90,-146.60
9-October-2015,6350.00,6449.95,6345.20,6403.30,6407.707898035938152946,2393,654,15333645.00,814,34.02,104.75,53.30
8-October-2015,6373.35,6414.00,6342.65,6373.20,6377.375000000000000000,2128,672,13571054.00,589,27.68,71.35,-0.15
7-October-2015,6470.65,6473.25,6317.60,6348.70,6385.653098420413122721,3292,940,21021570.00,1255,38.12,155.65,-121.95
6-October-2015,6477.35,6508.00,6410.45,6483.95,6480.188738269030239833,2877,932,18643503.00,937,32.57,97.55,6.60
5-October-2015,6444.00,6470.20,6411.55,6461.55,6453.182138024357239512,3695,1022,23844508.00,1672,45.25,58.65,17.55
1-October-2015,6371.95,6414.55,6329.70,6400.85,6379.051586489252814738,4885,1571,31161667.00,1070,21.90,84.85,28.90
30-September-2015,6261.60,6380.00,6221.35,6350.35,6269.277526312919234334,18337,1291,114959742.00,15444,84.22,158.65,88.75
29-September-2015,6240.00,6247.40,6101.55,6180.25,6184.095314164004259850,1878,524,11613731.00,541,28.81,145.85,-59.75
28-September-2015,6256.95,6263.70,6150.00,6202.65,6227.281274654924973889,133087,744,828770183.00,131658,98.93,113.70,-54.30
24-September-2015,6265.00,6265.00,6149.95,6202.60,6190.914753297508549096,4094,1196,25345605.00,1157,28.26,115.05,-62.40
23-September-2015,6140.50,6321.05,6075.00,6235.10,6180.349846258968226853,2927,834,18089884.00,1082,36.97,246.05,94.60
22-September-2015,6237.20,6295.00,6105.00,6140.50,6214.171229698375870069,2155,828,13391539.00,565,26.22,190.00,-96.70
21-September-2015,6196.70,6227.70,6160.00,6176.15,6192.218283582089552238,1608,541,9957087.00,674,41.92,67.70,-20.55
18-September-2015,6106.20,6240.00,6095.00,6224.65,6213.610582784686661789,4101,1147,25482017.00,1898,46.28,145.00,118.45
16-September-2015,6100.00,6105.00,6008.00,6089.85,6031.589878532091203870,77716,598,468751039.00,76365,98.26,97.00,-10.15
15-September-2015,6050.00,6076.00,6001.15,6013.05,6021.488023952095808383,2004,661,12067062.00,896,44.71,74.85,-36.95
14-September-2015,6031.20,6070.00,6001.15,6047.60,6036.188690842040565457,1627,615,9820879.00,633,38.91,68.85,16.40
11-September-2015,6005.00,6050.00,5970.00,5984.80,6010.659658344283837056,1522,488,9148224.00,710,46.65,80.00,-20.20
10-September-2015,6000.00,6033.05,5972.40,6013.40,6003.201960784313725490,4590,1142,27554697.00,2133,46.47,60.65,13.40
9-September-2015,6099.00,6099.00,5931.20,5969.45,5968.071808510638297872,1880,533,11219975.00,771,41.01,167.80,-129.55
8-September-2015,5976.05,6010.00,5884.10,5904.05,5942.600874794969928922,1829,571,10869017.00,1116,61.02,125.90,-72.00
7-September-2015,6027.00,6027.00,5976.00,5991.90,5998.170553935860058309,1372,398,8229490.00,723,52.70,51.00,-35.10
4-September-2015,6050.00,6050.00,5962.00,5994.50,5998.273330568228950642,2411,625,14461837.00,1137,47.16,88.00,-55.50
3-September-2015,6100.00,6100.00,5900.05,6027.10,5960.233952834608777135,6403,1477,38163378.00,1610,25.14,199.95,-72.90
2-September-2015,6003.60,6060.60,5910.00,5937.00,5961.238809766022380467,3932,1174,23439591.00,2457,62.49,150.60,-66.60
1-September-2015,6034.00,6034.00,5945.00,5991.80,5997.712723658051689860,3018,1036,18101097.00,997,33.04,89.00,-42.20
31-August-2015,6096.00,6096.00,5951.00,5976.10,6002.172815053230997771,4039,1128,24242776.00,2281,56.47,145.00,-119.90
28-August-2015,6137.65,6147.15,6043.35,6094.65,6098.493262556145365455,2449,655,14935210.00,933,38.10,103.80,-43.00
27-August-2015,6151.00,6173.60,6036.75,6060.10,6100.205294435440302539,1851,602,11291480.00,758,40.95,136.85,-90.90
26-August-2015,6160.00,6188.00,6050.05,6063.40,6112.234319943622269203,2838,690,17346521.00,1102,38.83,137.95,-96.60
25-August-2015,6035.00,6225.00,6035.00,6162.95,6127.624643813142215698,11581,2849,70964021.00,4871,42.06,190.00,127.95
24-August-2015,6100.00,6213.65,6000.05,6044.50,6105.615734501347708894,11872,2589,72485870.00,5119,43.12,213.60,-55.50
21-August-2015,6100.00,6180.00,6069.65,6099.30,6115.329385640266469282,4053,1024,24785430.00,1495,36.89,110.35,-0.70
20-August-2015,6198.00,6198.00,6090.00,6148.85,6145.893650437514022885,4457,1139,27392248.00,1641,36.82,108.00,-49.15
19-August-2015,6167.60,6198.95,6080.00,6095.90,6147.818737607402511566,6052,1570,37206599.00,2159,35.67,118.95,-71.70
18-August-2015,6218.00,6220.00,6150.00,6167.60,6182.875000000000000000,4656,1280,28787466.00,2310,49.61,70.00,-50.40
17-August-2015,6270.00,6280.70,6124.50,6132.00,6188.373322898032200357,8944,2126,55348811.00,3989,44.60,156.20,-138.00
14-August-2015,6385.00,6465.00,6266.00,6285.65,6317.913074712643678160,8352,1880,52767210.00,2663,31.88,199.00,-99.35
13-August-2015,6300.20,6545.00,6244.95,6356.70,6429.836563245823389021,83800,13973,538820304.00,7134,8.51,300.05,56.50
12-August-2015,6250.00,6350.00,6008.20,6184.70,6195.254062969970407024,20613,3883,127702772.00,5401,26.20,341.80,-65.30
11-August-2015,6405.00,6456.60,6276.45,6304.85,6348.421973300598434862,6517,1418,41372666.00,2461,37.76,180.15,-100.15
10-August-2015,6550.00,6552.00,6350.00,6385.95,6434.458756433439977743,7189,1806,46257324.00,3420,47.57,202.00,-164.05
7-August-2015,6512.00,6569.20,6512.00,6552.10,6551.186661556151782292,5218,1178,34184092.00,1705,32.68,57.20,40.10
6-August-2015,6619.00,6619.00,6461.15,6488.35,6503.369997700091996320,17392,4095,113106611.00,5089,29.26,157.85,-130.65
5-August-2015,6762.00,7000.00,6605.00,6831.95,6794.196048550477795507,55777,10270,378959873.00,10638,19.07,395.00,69.95
4-August-2015,6335.00,6381.15,6310.00,6353.35,6353.626334519572953736,4215,1088,26780535.00,1739,41.26,71.15,18.35
3-August-2015,6385.00,6499.00,6236.40,6337.45,6406.243815283122594832,10914,2485,69917745.00,3543,32.46,262.60,-47.55
31-July-2015,6335.00,6385.00,6220.00,6343.05,6318.851745470614228899,13578,2837,85797369.00,1667,12.28,165.00,8.05
30-July-2015,6011.00,6345.00,5991.00,6301.05,6193.196661146667860179,22343,5524,138374593.00,6761,30.26,354.00,290.05
29-July-2015,6185.00,6249.00,6094.00,6147.30,6202.423929098966026587,4062,1033,25194246.00,997,24.54,155.00,-37.70
28-July-2015,6265.00,6295.00,6171.00,6185.60,6217.532584269662921348,4450,1037,27668020.00,1694,38.07,124.00,-79.40
27-July-2015,6040.00,6289.90,6019.00,6246.25,6191.955868689996903065,12916,2758,79975302.00,5063,39.20,270.90,206.25
24-July-2015,6055.00,6105.00,6005.00,6025.85,6048.432584269662921348,4094,843,24762283.00,1627,39.74,100.00,-29.15
23-July-2015,6085.00,6088.70,6008.10,6053.65,6046.412121212121212121,3135,643,18955502.00,1458,46.51,80.60,-31.35
22-July-2015,6049.95,6050.00,5980.00,5987.00,5995.213749506124061635,2531,674,15173886.00,1112,43.94,70.00,-62.95
21-July-2015,6100.00,6101.90,6051.00,6068.75,6069.860740175505532239,2621,513,15909105.00,1160,44.26,50.90,-31.25
20-July-2015,6105.00,6128.15,6050.00,6068.20,6085.584158415841584158,2727,557,16595388.00,993,36.41,78.15,-36.80
17-July-2015,6020.00,6122.95,6020.00,6076.25,6080.080013354106387714,8986,1722,54635599.00,2922,32.52,102.95,56.25
16-July-2015,5970.00,6035.40,5970.00,6011.80,6009.654488517745302713,3832,964,23028996.00,1216,31.73,65.40,41.80
15-July-2015,5946.00,6003.00,5917.30,5968.70,5978.025740833751883475,7964,1368,47608997.00,3550,44.58,85.70,22.70
14-July-2015,6020.00,6020.00,5935.00,5946.05,5959.436397648316408337,3742,795,22300211.00,1832,48.96,85.00,-73.95
13-July-2015,5972.00,6014.70,5905.10,5950.35,5960.970519581568254517,11567,1952,68950546.00,2817,24.35,109.60,-21.65
10-July-2015,6050.20,6051.00,5932.05,5968.20,5973.354846079159289508,17509,1767,104587470.00,10185,58.17,118.95,-82.00
9-July-2015,6040.50,6091.00,6000.00,6030.10,6035.361721664275466284,17425,1604,105166178.00,12289,70.53,91.00,-10.40
8-July-2015,6083.00,6084.00,5970.00,6001.05,6007.644464147179430344,9023,1832,54206976.00,2641,29.27,114.00,-81.95
7-July-2015,6185.00,6185.00,6060.25,6084.80,6109.422137575621779072,8926,1240,54532702.00,4282,47.97,124.75,-100.20
6-July-2015,6190.00,6195.00,6076.10,6117.00,6109.719040154347039672,8293,1687,50667900.00,2974,35.86,118.90,-73.00
3-July-2015,6340.00,6340.00,6152.10,6173.80,6230.928940027894002789,14340,2432,89351521.00,4024,28.06,187.90,-166.20
2-July-2015,6250.10,6375.45,6230.00,6248.65,6298.511241749174917491,19392,3106,122140730.00,4714,24.31,145.45,-1.45
1-July-2015,6430.00,6490.00,6120.00,6140.40,6308.437977505984195166,30497,5897,192388433.00,7018,23.01,370.00,-289.60
30-June-2015,6050.00,6380.70,6032.00,6345.65,6255.106825384555924866,38811,8058,242766951.00,7275,18.74,348.70,295.65
29-June-2015,5940.00,6090.00,5849.00,6066.50,6020.163625441165427648,13317,3317,80170519.00,4642,34.86,241.00,126.50
26-June-2015,5900.00,5968.50,5875.00,5948.05,5927.992239667929976538,16623,1802,98541015.00,9830,59.13,93.50,48.05
25-June-2015,6004.00,6049.85,5825.20,5845.35,5891.195285615966964900,17436,3892,102718881.00,4956,28.42,224.65,-158.65
24-June-2015,6160.00,6162.10,5980.10,6005.70,6058.833595328991690994,8906,1863,53959972.00,2424,27.22,182.00,-154.30
23-June-2015,6250.00,6292.20,6090.00,6126.60,6182.462756241120357215,9854,2013,60921988.00,3094,31.40,202.20,-123.40
22-June-2015,6320.00,6399.00,6202.00,6283.80,6315.143857512558989191,13138,2775,82968360.00,3449,26.25,197.00,-36.20
19-June-2015,6075.00,6338.00,6030.30,6295.75,6227.455835762260803446,23673,4524,147422562.00,6237,26.35,307.70,220.75
18-June-2015,5839.90,6135.00,5839.90,6075.15,5992.038468992248062015,20640,4044,123675674.00,4269,20.68,295.10,235.25
17-June-2015,5750.00,5899.90,5665.50,5835.75,5816.893547464345551877,24471,5102,142345202.00,4981,20.35,234.40,85.75
16-June-2015,5900.00,5900.00,5750.00,5782.85,5811.065826549780839073,12776,2456,74242177.00,3134,24.53,150.00,-117.15
15-June-2015,6050.00,6050.00,5896.00,5948.65,5950.076698771759300167,11317,2424,67337018.00,1884,16.65,154.00,-101.35
12-June-2015,6170.00,6170.00,5990.10,6078.80,6093.323706549058661734,21087,4054,128489917.00,3839,18.21,179.90,-91.20
